DEPART;Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
ARAUCA;6.969623;-71.086338;140.208;27.49896;36678.89014;-43.7388;113501.6808;105507.2076;80558.07687;276901.0958;107441.7365;223786.1268;77698.54099;36;4.375;-28.950012;-42.7214787;33.97817625
ARAUCA;6.973581;-71.087731;140.5128;27.497436;36699.93205;-43.7388;113324.6245;105442.3403;80644.59588;276979.9222;107574.1531;224209.4147;77234.23519;36;4.375;-28.950012;-42.7214787;31.04380948
ARAUCA;6.975429;-71.081278;140.208;27.49896;36670.85238;-38.0976;114027.5679;106182.8262;81364.64409;277703.1371;108272.1747;224476.0075;77308.99309;36;6.34375;-28.950012;-41.20953786;31.03627994
ARAUCA;6.973874;-71.074971;140.5128;27.497436;36630.71357;-47.1979;114733.102;106832.7818;81883.23847;278229.1474;108737.7408;224368.0197;77732.69773;36;6.34375;-28.950012;-41.20953786;28.42327941
ARAUCA;6.975267;-71.067089;138.684;27.50658;36591.22461;-40.2636;115596.6247;107718.2514;82717.33641;279066.6323;109537.1895;224603.9912;77928.29562;36;6.34375;-28.950012;-41.20953786;26.42255988
ARAUCA;6.957856;-71.092508;140.8176;27.495912;36671.57157;-43.7388;112899.1301;104590.1457;79319.94906;275672.0492;106127.6106;222429.2276;78668.90998;36;4.375;-27.375;-41.92855828;27.48074752
ARAUCA;6.971349;-71.077169;140;27.5;36634.37927;-43.7388;114504.5458;106539.5767;81533.33533;277880.7769;108377.2031;224067.1887;77898.83232;36;6.34375;-28.950012;-41.20953786;33.41651316
ARAUCA;6.962093;-71.077298;143;27.485;36603.37702;-43.7388;114548.7242;106330.8894;81017.83315;277372.3565;107772.3273;223045.1846;78843.29934;36;6.34375;-28.950012;-40.4486787;28.86664304
ARAUCA;6.970671;-71.092345;137;27.515;36715.02529;-43.7388;112831.6754;104878.1126;80041.22333;276377.0507;106971.7431;223844.8166;77349.26609;36;4.375;-28.950012;-42.7214787;24.97223441
ARAUCA;6.968094;-71.078535;141;27.495;36630.85009;-43.7388;114373.1333;106321.6814;81223.77881;277573.8121;108044.7276;223694.4269;78175.81656;36;6.34375;-28.950012;-41.20953786;26.13937206
ARAUCA;6.968802;-71.08251;145.3896;27.473052;36655.14976;-43.7388;113929.6146;105905.1241;80880.24885;277227.1594;107732.4983;223732.8908;77939.10076;36;6.34375;-28.950012;-41.20953786;23.61787653
ARAUCA;6.958427;-71.085958;138;27.51;36638.14401;-43.7388;113618.1623;105314.2212;79983.12338;276337.1422;106755.2773;222554.7129;78868.74097;36;4.375;-28.950012;-41.92855828;25.30896803
ARAUCA;6.969611;-71.091312;140.5128;27.497436;36705.83339;-43.7388;112952.1996;104967.1494;80080.97193;276419.6503;106995.1318;223737.5031;77499.90702;36;4.375;-28.950012;-42.7214787;24.92993559
ARAUCA;6.976904;-71.060312;138.9888;27.505056;36558.18115;-40.2636;116337.0837;108489.1483;83459.25321;279810.4967;110253.7114;224857.8926;78059.53908;36;6.34375;-28.950012;-40.07256649;24.05391138
ARAUCA;6.972202;-71.067072;140.5128;27.497436;36580.84628;-47.1979;115615.4001;107653.9424;82551.9467;278903.9198;109342.329;224266.3303;78241.3403;36;6.34375;-28.950012;-41.20953786;25.65919503
ARAUCA;6.973792;-71.075205;140.208;27.49896;36631.73885;-43.7388;114707.6964;106805.6093;81856.25608;278202.1031;108711.4053;224356.5824;77731.19723;36;6.34375;-28.950012;-41.20953786;23.57752429
ARAUCA;6.969074;-71.079786;140.8176;27.495912;36641.09874;-43.7388;114228.9161;106206.6903;81157.00489;277505.3393;107995.1071;223789.9436;78023.34739;36;6.34375;-28.950012;-41.20953786;33.46263142
ARAUCA;6.956895;-71.101915;141.732;27.49134;36718.19931;-43.7388;111867.7242;103547.4485;78361.79053;274709.8497;105219.3127;222237.5119;78407.49341;36;4.375;-27.375;-43.75245828;24.47267693
ARAUCA;6.969485;-71.084209;140.8176;27.495912;36666.79132;-43.7388;113737.7421;105735.3225;80754.68547;277099.5452;107623.932;223791.5621;77799.32879;36;4.375;-28.950012;-42.7214787;25.82834256
ARAUCA;6.959452;-71.104812;142.0368;27.489816;36742.35879;-43.7388;111528.9493;103285.278;78224.56313;274567.167;105125.3758;222494.3911;78032.26967;36;4.375;-28.950012;-43.75245828;25.35424035
ARAUCA;6.976187;-71.062823;141.732;27.49134;36570.12075;-40.2636;116063.2608;108201.1119;83178.2755;279528.9395;109981.0659;224751.3672;78021.27051;36;6.34375;-28.950012;-40.07256649;25.61810539
ARAUCA;6.981375;-71.053774;139.9032;27.500484;36535.20995;-40.2636;117037.9285;109296.3814;84332.67068;280683.2211;111130.2666;225423.635;77901.15996;36;6.34375;-28.950012;-40.07256649;25.10893587
ARAUCA;6.950356;-71.080025;138.9888;27.505056;36577.32222;-43.7388;114334.9838;105800.56;80128.49223;276482.7731;106781.0896;221723.2522;79939.88577;36;6.34375;-27.375;-40.4486787;29.46989932
ARAUCA;6.967988;-71.077216;140.208;27.49896;36623.19624;-43.7388;114519.5122;106462.6889;81345.01795;277695.8171;108156.8174;223696.078;78241.54235;36;6.34375;-28.950012;-41.20953786;26.16634542
ARAUCA;6.968269;-71.081912;140.208;27.49896;36650.04519;-43.7388;113998.9594;105958.6779;80908.46927;277256.3774;107751.9107;223680.007;78018.45193;36;6.34375;-28.950012;-41.20953786;26.27694719
ARAUCA;6.959705;-71.105141;142.0368;27.489816;36744.96253;-43.7388;111490.7859;103254.7948;78207.0408;274548.9866;105112.3794;222519.4695;77993.58758;36;4.375;-28.950012;-43.75245828;24.73980295
ARAUCA;6.961306;-71.081822;139.9032;27.500484;36625.56321;-43.7388;114054.4868;105822.809;80538.15157;276891.8665;107313.0326;222912.9115;78738.6917;36;6.34375;-28.950012;-40.4486787;27.1955131
ARAUCA;6.970068;-71.090591;140.8176;27.495912;36703.49988;-43.7388;113029.0918;105055.2942;80175.37664;276513.9768;107089.4231;223794.7005;77481.47517;36;4.375;-28.950012;-42.7214787;26.72218269
ARAUCA;6.950944;-71.088481;140.5128;27.497436;36625.50337;-43.7388;113397.015;104890.6883;79337.72284;275693.2155;106050.1582;221704.8232;79542.50995;36;4.375;-27.375;-41.92855828;25.83585318
ARAUCA;6.964118;-71.082012;139.9032;27.500484;36636.33457;-43.7388;114014.4662;105860.3265;80672.20866;277023.9939;107475.964;223221.1759;78441.43437;36;6.34375;-28.950012;-40.4486787;26.26802747
ARAUCA;6.953589;-71.095406;140.8176;27.495912;36672.06775;-43.7388;112611.6522;104188.8177;78809.12111;275162.9339;105592.4657;221931.4435;78999.16853;36;4.375;-27.375;-41.92855828;25.37030136
ARAUCA;6.965636;-71.094708;139.2936;27.503532;36710.43545;-43.7388;112602.1144;104513.126;79535.20498;275877.1223;106432.5029;223267.3187;77776.92905;36;4.375;-28.950012;-41.92855828;30.39550208
ARAUCA;6.97785;-71.057414;139.9032;27.500484;36544.69303;-40.2636;116652.6019;108824.1684;83790.04289;280141.8163;110576.0498;224994.2922;78093.01258;36;6.34375;-28.950012;-40.07256649;27.82217163
ARAUCA;6.978531;-71.052142;139.2936;27.503532;36516.47042;-40.2636;117231.9778;109410.9631;84335.63452;280688.9259;111096.4434;225128.9692;78262.52991;36;6.34375;-28.950012;-40.07256649;28.9733612
ARAUCA;6.932853;-71.104461;142.9512;27.485244;36645.1151;-43.7388;111354.0274;102810.5956;76829.33271;273180.8505;103454.6076;219561.1455;77337.93103;36;11.15625;-27.375;-44.86440522;26.08696028
ARAUCA;6.948808;-71.106444;141.1224;27.494388;36713.14601;-43.7388;111432.503;102892.4631;77484.73286;273837.743;104290.3133;221305.1777;77901.74014;36;11.15625;-27.375;-44.40022775;26.48691036
ARAUCA;6.963703;-71.091594;139.5984;27.502008;36687.02278;-43.7388;112958.8822;104810.4671;79727.36618;276074.261;106586.6643;223082.9624;78099.48547;36;4.375;-28.950012;-41.92855828;26.29507721
ARAUCA;6.968761;-71.065978;139.5984;27.502008;36563.04696;-47.1979;115756.4281;107699.7536;82471.4437;278825.7993;109221.7222;223898.786;78639.41409;36;6.34375;-28.950012;-40.07256649;23.78888007
ARAUCA;6.960311;-71.080692;138.684;27.50658;36615.90324;-43.7388;114186.2125;105925.338;80593.70124;276948.1862;107351.6457;222814.4322;78887.17544;36;6.34375;-28.950012;-40.4486787;30.82322937
ARAUCA;6.959453;-71.104986;139.9032;27.500484;36743.27036;-43.7388;111509.7301;103266.3886;78207.94164;274550.3979;105109.8595;222492.9921;78025.65011;36;4.375;-28.950012;-43.75245828;29.94107987
ARAUCA;6.975683;-71.077297;133.5024;27.532488;36649.71491;-38.0976;114466.1835;106620.1052;81759.95546;278101.6016;108645.682;224543.833;77449.37122;36;6.34375;-28.950012;-41.20953786;27.02440182
ARAUCA;6.97675;-71.066203;139.2936;27.503532;36591.16455;-40.2636;115686.7358;107846.7302;82883.7221;279232.0024;109712.3;224776.9211;77815.86632;36;6.34375;-28.950012;-40.07256649;30.72794882
ARAUCA;6.975458;-71.079742;138.684;27.50658;36662.48341;-38.0976;114197.1693;106350.0163;81513.28149;277853.1413;108411.7481;224494.4658;77369.96454;36;6.34375;-28.950012;-41.20953786;25.18940047
ARAUCA;6.978125;-71.054856;138.684;27.50658;36530.85718;-40.2636;116933.9834;109107.6738;84051.68923;280404.2876;110824.928;225053.3495;78180.35963;36;6.34375;-28.950012;-40.07256649;27.48477909
ARAUCA;6.976044;-71.062856;138.9888;27.505056;36569.83306;-40.2636;116060.3628;108194.4212;83167.30417;279518.0763;109968.9304;224735.2485;78034.34561;36;6.34375;-28.950012;-40.07256649;26.11291381
ARAUCA;6.967139;-71.082544;138.0744;27.509628;36649.64403;-43.7388;113936.1853;105866.0318;80785.78463;277134.5311;107622.2234;223549.1266;78108.79337;36;6.34375;-28.950012;-41.20953786;25.83628
ARAUCA;6.978531;-71.052319;138.9888;27.505056;36517.49792;-40.2636;117212.4117;109391.76;84318.5446;280671.7781;111080.4163;225126.9422;78254.46541;36;6.34375;-28.950012;-40.07256649;28.71512106
ARAUCA;6.977989;-71.059144;139.2936;27.503532;36555.08108;-40.2636;116460.6711;108639.5373;83630.87038;279981.7531;110428.6165;224990.3564;78001.53725;36;6.34375;-28.950012;-40.07256649;25.1906663
ARAUCA;6.963069;-71.086672;140.208;27.49896;36658.17389;-43.7388;113506.7809;105332.0334;80166.08785;276516.5588;106988.5562;223059.8778;78360.94823;36;4.375;-28.950012;-41.92855828;25.75280733
ARAUCA;6.968222;-71.089242;138.684;27.50658;36689.88182;-43.7388;113189.4409;105161.8589;80202.19978;276544.8696;107090.395;223603.7726;77726.04229;36;4.375;-28.950012;-42.7214787;26.74887442
ARAUCA;6.976733;-71.077522;138.684;27.50658;36654.48319;-38.0976;114435.7494;106618.8992;81796.61311;278136.4501;108693.5461;224657.3535;77332.36443;36;6.34375;-28.950012;-41.20953786;26.11228089
ARAUCA;6.947697;-71.103158;141.1224;27.494388;36692.05986;-43.7388;111804.4841;103228.6765;77742.18139;274096.7427;104515.3192;221211.2086;78174.31822;36;11.15625;-27.375;-44.40022775;25.80189153
ARAUCA;6.964408;-71.098039;139.5984;27.502008;36723.95799;-43.7388;112242.3089;104125.2914;79148.04194;275488.9477;106054.2785;223101.4224;77774.63723;36;4.375;-28.950012;-41.92855828;27.75067235
ARAUCA;6.978397;-71.075758;139.2936;27.503532;36650.2473;-38.0976;114622.1524;106847.0897;82057.89708;278396.6704;108959.6842;224858.7299;77236.6405;36;6.34375;-28.950012;-41.20953786;25.33286474
ARAUCA;6.962075;-71.103358;139.9032;27.500484;36743.9253;-43.7388;111670.8135;103498.2148;78509.25597;274849.0674;105426.2938;222796.6254;77813.81256;36;4.375;-28.950012;-43.75245828;26.59092254
ARAUCA;6.975094;-71.075217;140.8176;27.495912;36636.18607;-38.0976;114699.2372;106832.7456;81926.84034;278270.9914;108794.3865;224500.0277;77597.45182;36;6.34375;-28.950012;-41.20953786;26.11949404
ARAUCA;6.972494;-71.072347;140.8176;27.495912;36611.43158;-47.1979;115030.8159;107087.6184;82059.76707;278408.8886;108885.1232;224242.9371;77985.17734;36;6.34375;-28.950012;-41.20953786;27.02288495
ARAUCA;6.977808;-71.074219;140.5128;27.497436;36639.71119;-40.2636;114795.261;107000.813;82172.58012;278513.6549;109059.5747;224809.5131;77362.30612;36;6.34375;-28.950012;-41.20953786;24.32141924
ARAUCA;6.981153;-71.05395;140.208;27.49896;36535.5087;-40.2636;117019.5055;109272.3903;84303.61847;280654.2765;111100.1712;225397.1822;77915.55955;36;6.34375;-28.950012;-40.07256649;26.16352171
ARAUCA;6.981975;-71.055161;138.9888;27.505056;36545.19313;-40.2636;116881.8153;109159.3131;84231.88178;280581.1541;111043.4175;225474.0411;77777.53256;36;6.34375;-28.950012;-40.07256649;25.611304
ARAUCA;6.970844;-71.083678;140.208;27.49896;36668.51549;-43.7388;113788.2823;105822.2581;80880.61911;277224.0392;107759.5567;223946.6598;77681.18527;36;4.375;-28.950012;-42.7214787;26.55523625
ARAUCA;6.981153;-71.053542;140.208;27.49896;36533.14301;-40.2636;117064.6116;109316.6289;84342.92387;280693.7773;111137.0366;225401.8151;77934.13125;36;6.34375;-28.950012;-40.07256649;25.9771971
ARAUCA;6.977083;-71.059697;139.2936;27.503532;36555.25606;-40.2636;116404.1428;108559.7695;83528.26381;279879.6404;110320.718;224884.4058;78068.72806;36;6.34375;-28.950012;-40.07256649;26.25352372
ARAUCA;6.965239;-71.094492;140.8176;27.495912;36707.90736;-43.7388;112628.5757;104528.1373;79533.9349;275876.6209;106426.083;223225.4978;77826.50672;36;4.375;-28.950012;-41.92855828;25.05156184
ARAUCA;6.978933;-71.047464;139.5984;27.502008;36490.50054;-40.2636;117747.1332;109927.2628;84809.34106;281163.7265;111545.9398;225227.4223;78436.68408;36;7.5;-28.950012;-39.10465828;24.8046814
ARAUCA;6.981628;-71.055189;138.684;27.50658;36544.22739;-40.2636;116880.3194;109148.5755;84210.22658;280559.8201;111018.6656;225435.4975;77811.31132;36;6.34375;-28.950012;-40.07256649;26.22411512
ARAUCA;6.978925;-71.047872;139.2936;27.503532;36492.8634;-40.2636;117702.0694;109882.8194;84769.46213;281123.7556;111508.429;225221.7694;78418.64968;36;7.5;-28.950012;-39.10465828;26.50236882
ARAUCA;6.966983;-71.087489;139.2936;27.503532;36676.11527;-43.7388;113390.8868;105325.7004;80302.00967;276647.7122;107167.5046;223483.8072;77924.26758;36;4.375;-28.950012;-42.7214787;26.43773372
ARAUCA;6.978928;-71.047053;139.5984;27.502008;36488.07608;-40.2636;117792.5921;109971.7501;84848.81577;281203.2953;111582.9042;225231.6877;78456.18692;36;7.5;-28.950012;-39.10465828;24.04840063
SANTANDER;7.253692;-73.477883;154.2288;27.428856;41433.26892;39.8462;2205.079051;13161.93233;5033.289627;128732.793;54995.87264;70694.56949;29993.45329;36;-54.4375;-139.35;-158.7597484;18.89397447
BOLÍVAR;7.500946;-73.835378;58.8264;27.905868;40601.21427;19.3234;29925.12958;24142.45868;43094.49497;81185.15466;10172.29375;68121.61429;24389.30638;36;-38.125;-117;-122.0772269;21.31348278
SANTANDER;7.469867;-73.853622;56.388;27.91806;40916.82603;19.9291;29805.99902;26893.16533;41402.54002;80880.77688;10177.61659;64246.38379;20507.97592;36;-34.25;-117;-120.8929168;18.24672019
SANTANDER;7.627469;-73.773666;53.9496;27.930252;39389.53053;20.2398;14864.45373;17203.0305;43845.86307;83027.13473;16906.85463;83541.72089;21591.99718;36;-27.75;-123.274994;-125.5413739;20.30486917
BOLÍVAR;9.002428;-74.548814;16.764;28.11618;37005.79752;-33.4416;54464.22031;63266.01897;38516.91638;69151.9576;56303.8053;238342.5785;59695.53672;22;12.71875;-34.05002;-27.29226336;21.2360928
CUNDINAMARCA;4.872045;-74.686709;692.5056;24.737472;43337.77531;27.2792;2101.321659;39898.76391;3589.787741;45698.55765;8763.223638;158184.3792;5287.103904;32;-75.84375;-21.899994;-155.9090992;22.69420855
CESAR;8.050631;-73.720592;42.672;27.98664;37291.88678;21.3342;13385.69562;43245.25703;33956.95732;72604.27853;16549.40251;130063.5239;19914.72654;32;-49;-82.05002;-102.6039901;18.96290934
BOYACÁ;5.941958;-74.496167;164.2872;27.378564;38457.05253;12.7632;31984.48697;40283.02175;15613.39924;35755.16986;32717.38186;108378.7741;22387.16232;32;-50.09375;-78.07501;-98.79360943;17.44655863
CUNDINAMARCA;4.54218;-74.668319;355.3968;26.423016;43530.36077;-7.6312;15829.72905;31250.49183;1523.90233;70780.92982;35017.69828;190736.177;29666.23492;32;-29.625;-83.67502;-136.789638;21.70290852
TOLIMA;3.622542;-75.057414;339.2424;26.503788;45090.45305;-16.1392;11548.735;60298.01714;12581.17206;60896.96606;51013.48076;162794.2154;23306.4066;28;-98.53125;-104.375;-144.8577639;22.25987002
TOLIMA;4.6779;-74.865119;318.516;26.60742;43565.00942;15.4662;3904.678003;51021.24598;14075.63152;54086.15492;34323.14221;167774.6278;8847.76979;30;-102.84375;-110.100006;-148.4909435;18.99990813
HUILA;2.388533;-75.693339;1077.468;22.81266;45429.71589;-5.5967;11426.45138;107124.802;10436.28914;54122.71675;27185.67414;165853.4264;1295.602896;30;-110.875;-102.125;-192.93258;19.85180964
META;4.079244;-73.480906;322.1736;26.589132;36376.03555;-129.0198;20720.95622;67904.75952;11308.15783;57171.8506;53078.49234;264969.0805;18055.54999;32;-49.9375;-80.125;-116.3077761;25.23941011
META;4.081825;-73.477386;320.9544;26.595228;36391.83363;-129.0198;21005.94573;67695.31014;10970.94159;57135.28218;53560.51254;264500.6678;18121.81958;32;-49.9375;-80.125;-116.3077761;26.41546102
META;4.078283;-73.477186;320.6496;26.596752;36373.74274;-129.0198;21146.5283;68084.35593;10883.74499;57479.38751;53319.61078;264624.1155;18417.39788;32;-49.9375;-80.125;-116.3077761;23.86630544
META;4.075767;-73.475583;319.7352;26.601324;36362.77555;-129.0198;21403.72812;68390.77742;10669.06565;57809.66301;53272.64098;264561.3777;18741.35887;32;-49.9375;-80.125;-116.3077761;26.35589708
META;4.068694;-73.474492;321.2592;26.593704;36330.85953;-127.9274;21781.87498;69181.83285;10477.72552;58538.75686;52859.77846;264739.0855;19395.39327;32;-49.9375;-80.125;-116.3077761;25.23811477
META;4.069861;-73.469678;317.9064;26.610468;36343.27552;-127.9274;22238.73112;69156.62772;9952.140605;58599.23852;53353.31254;264194.9073;19666.61045;32;-49.9375;-80.125;-116.3077761;24.69742332
META;4.072311;-73.472336;318.8208;26.605896;36350.3519;-127.9274;21869.63644;68834.04227;10268.52899;58324.68863;53300.19168;264368.089;19266.77254;32;-49.9375;-80.125;-116.3077761;23.74737756
SANTANDER;7.4342;-73.464103;97.536;27.71232;40825.54191;22.757;14635.55488;29087.70808;4564.705401;121960.6595;51714.93195;84163.85653;28529.08373;36;-32.75;-136.275;-138.8588539;19.25363713
SANTANDER;7.411819;-73.465211;115.824;27.62088;40957.04152;48.678;15246.64921;27256.84673;2383.058809;122705.2813;52166.94962;82398.54896;29326.89129;36;-43.15625;-136.275;-144.3668315;19.17017653
SANTANDER;7.415489;-73.459753;136.8552;27.515724;40980.85819;48.678;14611.35686;27900.29244;2449.101433;123125.1833;52649.81819;83118.02303;28635.98074;36;-43.15625;-136.275;-144.3668315;18.50833215
SANTANDER;6.409956;-73.879644;141.732;27.49134;42907.96871;29.1212;40412.28416;12945.01375;4387.139862;99729.82914;22281.08778;57736.33781;4234.673495;36;-25.28125;-136.15;-127.2918402;50.18645156
PUTUMAYO;0.991963;-76.478797;290.7792;26.746104;39600.46937;7.4354;6593.643155;74325.21742;6958.882123;71542.23307;34499.63745;279871.5566;6238.551588;18;-49.21875;-55.825012;-88.0243494;30.07149623
PUTUMAYO;0.989439;-76.465944;280.1112;26.799444;39454.10319;7.3978;6870.780304;75560.01379;7351.404166;71300.42468;35949.38654;280266.509;6727.119475;18;-49.21875;-55.825012;-87.70489824;26.82494325
PUTUMAYO;0.995237;-76.473964;282.8544;26.785728;39599.18689;7.3978;6194.63431;74958.92384;6607.238014;71010.96664;34907.25228;279553.3955;5945.297034;18;-49.21875;-55.825012;-88.0243494;29.62368564
CASANARE;5.32997;-72.545974;629.1072;25.054464;39686.99395;-55.556;16479.7921;38857.69161;2167.662073;92446.96156;30454.54071;148547.4398;2056.93762;36;-95.375;37.82498;-99.28034765;22.89484042
CASANARE;5.330053;-72.545788;629.1072;25.054464;39686.10946;-55.556;16501.96508;38876.88641;2172.654951;92460.24275;30477.10605;148530.1771;2066.775365;36;-95.375;37.82498;-99.28034765;23.95925879
SANTANDER;7.142678;-73.547414;143.256;27.48372;41790.29496;31.3852;5769.537081;6808.28622;6251.944846;128459.7275;54161.23155;57999.40349;23871.90524;36;-63.3125;-124;-146.528989;20.84691095
SANTANDER;7.106989;-73.560053;135.0264;27.524868;42007.04734;26.5529;9917.871466;9924.338686;7743.26169;129540.8329;55521.42183;55095.51921;21480.14079;36;-56.875;-127.725006;-144.9292153;18.77698103
SANTANDER;7.126872;-73.538817;209.7024;27.151488;41867.45286;31.3852;7442.05673;8792.677113;8092.71348;130220.5886;55968.74544;58122.67273;21998.38021;36;-63.3125;-138.07501;-149.5044503;19.36183507
SANTANDER;7.133469;-73.562494;135.3312;27.523344;41858.25411;31.3852;7197.159667;7026.933099;5489.177808;127646.3975;53454.01635;56056.17889;24042.068;36;-35.84375;-124;-140.1064275;19.06887182
SANTANDER;7.140036;-73.545814;140.5128;27.497436;41802.96163;31.3852;6033.459098;7149.586971;6579.000415;128768.5871;54476.94886;58031.51057;23545.21782;36;-63.3125;-124;-146.528989;19.80828579
