DEPART;Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
CÓRDOBA;8.114597;-76.332103;206.9592;27.165204;33255.3595;-20.7081;9244.834722;52341.03842;11368.4018;85862.95982;19319.49671;245636.9399;33085.59627;22;0.1875;3.100006;-22.45000395;18.22757771
ANTIOQUIA;6.115805;-74.58945;131;27.545;37416.37298;30.7509;11304.63524;18473.91727;25470.07493;31568.13023;25071.87098;97240.84506;6182.053866;32;-3.09375;-35.725006;-45.87700312;24.73282186
ANTIOQUIA;6.122372;-74.581535;150;27.45;37427.737;30.7509;11751.40034;18221.63432;24837.11815;32704.32225;24869.09953;98155.53765;6815.205464;32;-26.25;-35.725006;-54.74205428;24.49944749
ANTIOQUIA;6.102638;-74.591996;137.16;27.5142;37438.30438;30.7509;11868.34745;19692.06466;25396.11394;30494.46445;26240.11949;96895.17583;6453.325875;32;-3.09375;-35.725006;-45.87700312;26.01121281
ANTIOQUIA;6.102598;-74.591975;137.16;27.5142;37438.46676;30.7509;11872.85312;19697.04181;25392.91113;30493.87765;26245.11467;96897.33712;6457.174615;32;-3.09375;-35.725006;-45.87700312;24.49296345
ANTIOQUIA;6.102557;-74.591955;137.16;27.5142;37438.62807;30.7509;11877.33643;19702.07858;25389.7939;30493.13781;26250.16055;96899.38396;6460.963776;32;-3.09375;-35.725006;-45.87700312;31.47751812
ANTIOQUIA;6.102517;-74.591935;137.16;27.5142;37438.7871;30.7509;11881.75414;19707.01324;25386.70051;30492.46134;26255.10709;96901.43505;6464.710355;32;-3.09375;-35.725006;-45.87700312;30.04326584
ANTIOQUIA;6.102436;-74.591894;137.16;27.5142;37439.11091;30.7509;11890.74564;19717.0272;25380.38406;30491.13956;26265.14816;96905.64447;6472.348257;32;-3.09375;-35.725006;-45.87700312;33.19069292
ANTIOQUIA;6.102396;-74.591874;137.16;27.5142;37439.27;30.7509;11895.1646;19721.96188;25377.29243;30490.46548;26270.0947;96907.69619;6476.094836;32;-3.09375;-35.725006;-45.87700312;23.77782623
ANTIOQUIA;6.102355;-74.591853;137.16;27.5142;37439.43479;30.7509;11899.73883;19727.0412;25374.07001;30489.82103;26275.18922;96909.85474;6479.986161;32;-3.09375;-35.725006;-45.87700312;22.09354669
ANTIOQUIA;6.102315;-74.591833;137.16;27.5142;37439.59392;30.7509;11904.15863;19731.97589;25370.97957;30489.14854;26280.13576;96911.90689;6483.732741;32;-3.09375;-35.725006;-45.87700312;23.56498506
ANTIOQUIA;6.101045;-74.588802;135;27.525;37452.91944;30.7509;12257.37828;19992.16455;25013.59174;30688.18784;26554.83142;97242.24309;6847.466971;32;-3.09375;-35.725006;-45.87700312;24.94345054
ANTIOQUIA;6.099722;-74.58528;154;27.43;37468.45109;30.7509;12658.67456;20283.08723;24601.98279;30932.48301;26861.65599;97626.94759;7263.620205;32;-3.09375;-35.725006;-46.87700312;20.47986531
ANTIOQUIA;6.099694;-74.585315;154;27.43;37468.39042;30.7509;12657.34516;20284.32667;24605.14421;30927.5455;26862.64035;97622.97311;7261.236914;32;-3.09375;-35.725006;-46.87700312;23.27042981
ANTIOQUIA;6.099665;-74.58535;160;27.4;37468.33209;30.7509;12656.08233;20285.66817;24608.2837;30922.54744;26863.72398;97618.99508;7258.896208;32;-3.09375;-35.725006;-46.87700312;23.99618361
ANTIOQUIA;6.118581;-74.578907;150;27.45;37446.35129;30.7509;12193.42681;18729.04925;24434.8561;32693.00136;25378.12431;98422.44723;7213.328759;32;-26.25;-35.725006;-54.74205428;26.36078675
ANTIOQUIA;6.118582;-74.578862;150;27.45;37446.51085;30.7509;12197.8607;18731.34902;24430.12234;32697.1171;25380.57733;98427.42716;7218.072833;32;-26.25;-35.725006;-54.74205428;25.16576687
ANTIOQUIA;6.11465;-74.581256;140.8176;27.495912;37447.49759;30.7509;12159.64779;18990.12543;24562.14411;32229.21713;25622.58314;98140.2609;7087.682016;32;-31.0625;-35.725006;-54.3236787;33.92490899
ARAUCA;6.933556;-71.262303;149.0472;27.454764;37215.53741;-28.2767;94413.09454;85632.21239;62011.78264;258016.4538;89689.68105;218944.5518;61979.50663;36;0.46875;-38.850006;-56.3360747;29.501366
ARAUCA;6.933611;-71.262638;148;27.46;37216.50238;-28.2767;94375.58906;85597.02866;61985.27107;257987.5867;89665.73612;218950.6537;61951.22888;36;0.46875;-38.850006;-56.3360747;25.26251533
ARAUCA;6.933963;-71.262539;149.0472;27.454764;37217.65865;-28.2767;94382.29563;85615.3351;62016.95341;258016.784;89699.60457;218989.6239;61981.10411;36;0.46875;-38.850006;-56.3360747;23.4958213
ARAUCA;6.933855;-71.26281;149.0472;27.454764;37217.84214;-28.2767;94353.76628;85583.59959;61985.64129;257984.876;89669.14729;218977.6788;61949.3266;36;0.46875;-38.850006;-56.3360747;23.10755551
ARAUCA;6.933484;-71.262783;149.0472;27.454764;37216.32925;-28.2767;94361.15262;85578.56517;61964.03385;257966.6298;89644.40264;218936.5991;61930.18117;36;0.46875;-38.850006;-56.3360747;25.81933598
ARAUCA;6.933537;-71.262485;149.0472;27.454764;37215.87041;-28.2767;94393.30075;85612.04911;61994.21395;257998.0277;89673.11558;218942.4539;61961.28789;36;0.46875;-38.850006;-56.3360747;25.8538631
ARAUCA;6.922981;-71.253739;144.78;27.4761;37154.60693;-36.2366;95487.03591;86345.39535;62114.57002;258244.3055;89647.78204;217775.4872;62185.18783;36;0.46875;-38.850006;-56.11218081;28.3881297
CÓRDOBA;8.648908;-75.383844;74.3712;27.828144;35678.34506;-11.462;22839.23725;56959.48516;29450.98845;109003.9711;68962.56791;243961.9842;87986.20017;22;-3.75;-18.850006;-34.92477619;23.33413703
CÓRDOBA;8.609586;-75.400969;78.9432;27.805284;35667.27752;-13.3218;24738.20936;52578.13842;27912.8631;109168.804;69908.6813;241745.6424;92002.01733;22;-6.59375;-23.425018;-34.18939661;17.79413054
CÓRDOBA;8.70555;-75.343133;88.0872;27.759564;35813.78549;-13.3125;23311.32797;64572.11147;29277.90246;107548.7394;69731.20549;246225.9285;82724.31807;22;-2.46875;-34.899994;-42.75508651;24.40645702
CÓRDOBA;8.679239;-75.377414;79.248;27.80376;35643.72164;-10.4456;21344.27074;59862.92926;27761.13889;109696.762;67803.06979;246175.0793;84802.5926;22;-2.375;-18.850006;-36.69159051;31.43094535
CÓRDOBA;8.652478;-75.388869;71.9328;27.840336;35633.86298;-11.462;22163.58589;56851.9076;28779.57179;109666.7958;68283.51034;244614.5408;87506.77792;22;-0.0625;-18.850006;-34.82035177;20.55220631
ARAUCA;6.991425;-71.530601;154.5336;27.427332;37947.31153;-18.0031;64295.58648;58998.97311;39255.28397;236576.9589;68321.22603;227311.7758;41295.3417;36;-6.9375;-63.375;-89.20708101;20.92532679
TOLIMA;4.042082;-75.057693;379;26.305;43405.54439;-47.4999;12706.2487;52071.80049;12018.43493;18725.78033;19245.70409;158429.6567;10774.96371;26;-69.8125;-104.75;-157.0301235;25.44722939
HUILA;2.397544;-75.666592;218.5416;27.107292;45263.0129;-5.1198;13113.69162;106419.9863;9363.416726;55227.44886;24344.06256;167097.6916;74.05319611;30;-129.53125;-102.125;-185.0938354;34.13151738
BOYACÁ;5.967086;-74.459311;186.8424;27.265788;38626.65609;13.4493;32764.54612;39943.93562;13993.28722;39896.45836;37437.9295;112107.2824;18642.51555;32;-39.34375;-75.82501;-104.5119728;18.49919885
BOYACÁ;5.919183;-74.438861;185.3184;27.273408;39016.35253;11.2126;38082.40527;45617.56152;11286.49325;42206.32609;38350.78562;115012.3575;21167.00381;32;-55.3125;-89.42502;-104.7537627;17.27538306
BOYACÁ;5.961678;-74.472908;185.6232;27.271884;38545.07321;13.4493;32088.25933;39633.92779;15508.08;38362.89909;35820.79968;110673.403;20174.67901;32;-39.34375;-75.82501;-102.1391667;17.15486059
SANTANDER;6.991631;-73.755592;86.2584;27.768708;42955.23671;23.7397;28549.30713;29556.51851;5754.716237;121470.6075;43045.47006;30414.04515;29241.55425;36;-24.875;-107.375;-117.908417;16.66900497
SANTANDER;6.974592;-73.775567;106.68;27.6666;43025.88343;22.2396;30313.72248;32427.48314;4936.113628;121336.6303;42675.09069;27785.36291;30360.51878;36;-24.0625;-107.375;-118.8192701;20.1250608
SANTANDER;6.981058;-73.7721;88.392;27.75804;43001.02881;23.7397;30092.74668;31638.53741;5350.028837;121069.9983;42459.64011;28338.25396;30335.04687;36;-24.0625;-107.375;-118.8192701;12.60668973
SANTANDER;6.974075;-73.7623;85.6488;27.771756;43041.63366;22.3842;29026.56079;31519.77327;4210.880157;122372.768;43778.5035;29195.71779;29019.74986;36;-24.0625;-107.375;-117.6442518;19.57787629
SANTANDER;6.974439;-73.769797;90.8304;27.745848;43033.32506;22.3842;29755.94022;32021.58153;4584.20238;121780.3324;43146.84694;28399.9343;29779.43152;36;-24.0625;-107.375;-118.8192701;11.03471739
SANTANDER;6.977114;-73.767419;95.7072;27.721464;43023.34848;23.7397;29684.45898;31625.9561;4732.183992;121741.5267;43135.39124;28726.6665;29676.20001;36;-24.0625;-107.375;-118.8192701;17.44160388
SANTANDER;6.974694;-73.764903;92.3544;27.738228;43036.71069;22.3842;29307.5651;31650.62845;4376.507949;122126.82;43521.25228;28931.98596;29307.47161;36;-24.0625;-107.375;-117.6442518;18.41729132
SANTANDER;6.972067;-73.765883;93.5736;27.732132;43047.9765;22.3842;29250.10889;31943.15045;4154.135739;122266.4264;43641.21805;28759.4574;29275.63647;36;-24.0625;-107.375;-117.6442518;18.29379022
SANTANDER;6.949542;-73.797722;135.3312;27.523344;43060.79821;22.2396;31244.89275;36124.59761;5437.306718;121783.6733;43004.09111;24821.06898;31548.32833;36;-22.71875;-113.125;-122.0570968;16.12028973
SANTANDER;6.946022;-73.798056;128.016;27.55992;43069.13422;22.2396;31125.26706;36441.43903;5396.372118;122054.9411;43179.43992;24724.26168;31441.11013;36;-22.71875;-113.125;-122.0570968;23.60054083
SANTANDER;6.985036;-73.765483;90.2208;27.748896;42986.84584;23.7397;29492.67641;30824.16867;5471.878052;121247.058;42701.45421;29160.863;29883.65414;36;-24.875;-107.375;-117.908417;16.55142894
SANTANDER;6.9448;-73.796486;105.156;27.67422;43077.78866;22.2396;30912.9189;36429.83576;5204.256767;122270.462;43397.97265;24876.44862;31230.33774;36;-22.71875;-113.125;-122.0570968;17.91570304
SANTANDER;6.988519;-73.794303;85.6488;27.771756;42940.52155;23.5954;30007.20846;32745.87457;7430.912622;118803.7671;40117.89761;26231.61893;32896.9996;36;-27.6875;-109.80002;-119.81106;15.76220058
SANTANDER;6.996222;-73.786403;88.6968;27.756516;42918.59427;23.5954;28921.10978;31526.16122;6951.527667;118765.677;40160.15871;27335.34881;32504.98931;36;-27.6875;-107.375;-119.81106;19.36360236
SANTANDER;6.994517;-73.785753;94.488;27.72756;42926.86146;23.5954;29078.33719;31606.0512;7043.069163;118952.8462;40341.14113;27340.29245;32355.32544;36;-27.6875;-107.375;-119.81106;19.47829579
SANTANDER;6.997308;-73.784978;91.44;27.7428;42915.07107;23.5954;28758.28249;31329.47592;6756.44106;118784.718;40194.41081;27524.1011;32419.30319;36;-27.6875;-107.375;-119.81106;22.20420415
SANTANDER;6.994972;-73.784714;96.012;27.71994;42925.87883;23.5954;28995.42673;31488.80595;6929.570083;118993.9239;40391.00966;27465.27008;32275.9222;36;-27.6875;-107.375;-119.81106;21.76782413
SANTANDER;6.996281;-73.783189;101.1936;27.694032;42921.35105;23.5954;28806.623;31267.13367;6709.841058;119002.5025;40416.86123;27672.21371;32191.60024;36;-24.875;-107.375;-119.7789987;35.18455207
SANTANDER;6.993989;-73.783367;95.4024;27.722988;42931.61486;23.5954;29054.4225;31459.12927;6916.413303;119174.8386;40574.08463;27570.34707;32093.93582;36;-27.6875;-107.375;-119.81106;21.92594895
SANTANDER;6.994283;-73.780628;94.1832;27.729084;42932.71982;23.5954;28934.70492;31221.89531;6702.283548;119357.0464;40774.79209;27867.24885;31839.1106;36;-24.875;-107.375;-119.7789987;16.03542276
SANTANDER;6.995739;-73.788042;88.392;27.75804;42919.00491;23.5954;29028.52028;31693.65136;7114.601732;118681.9251;40064.02289;27146.83157;32642.04373;36;-27.6875;-107.375;-119.81106;19.52495062
SANTANDER;6.997703;-73.787539;97.2312;27.713844;42910.83328;23.5954;28804.87949;31503.31779;6920.008091;118560.218;39956.76191;27272.95205;32691.23274;36;-27.6875;-107.375;-119.81106;17.03468749
SANTANDER;6.994333;-73.789514;93.2688;27.733656;42923.41892;23.5954;29227.57687;31918.67035;7339.395512;118686.0151;40052.04007;26941.467;32716.27649;36;-27.6875;-107.375;-119.81106;15.27443069
SANTANDER;6.997444;-73.789344;91.7448;27.741276;42910.08095;23.5954;28895.64477;31667.64822;7081.475937;118445.7959;39830.17438;27075.82056;32855.88324;36;-27.6875;-107.375;-119.81106;14.19635482
SANTANDER;6.998922;-73.790592;111.8616;27.640692;42902.22258;23.5954;28785.86648;31656.16465;7068.771521;118232.158;39617.84399;27003.45302;33052.9992;36;-27.6875;-107.375;-119.81106;23.24949538
SANTANDER;6.994583;-73.792178;88.392;27.75804;42918.96376;23.5954;29296.66098;32112.58189;7526.595189;118466.5268;39819.5719;26673.47704;32991.06008;36;-27.6875;-109.80002;-119.81106;14.40255718
SANTANDER;6.997933;-73.792319;92.3544;27.738228;42904.52374;23.5954;28952.13307;31870.32796;7283.358097;118183.1752;39553.36769;26786.37455;33173.28745;36;-27.6875;-109.80002;-119.81106;21.43109368
SANTANDER;6.999719;-73.791936;96.3168;27.718416;42897.24073;23.5954;28751.79758;31704.98713;7120.078257;118066.6458;39449.12542;26895.76067;33225.34121;36;-27.6875;-109.80002;-119.81106;16.81464478
SANTANDER;6.979675;-73.798328;131.064;27.54468;42965.48961;23.5954;31077.24069;33747.68247;7058.966684;119233.343;40500.24051;25510.90815;32876.57798;36;-26.5625;-109.80002;-120.0588661;14.95760045
SANTANDER;6.985803;-73.780533;89.3064;27.753468;42971.10235;23.5954;29831.02183;31885.85807;6271.540811;120052.1972;41421.25128;27589.31821;31403.59091;36;-24.875;-107.375;-119.7789987;19.42045543
SANTANDER;6.999269;-73.769164;101.1936;27.694032;42914.40684;23.7397;28061.38235;29941.49231;5532.080975;119823.8205;41356.41354;29244.33653;30961.30279;36;-24.875;-107.375;-119.7789987;20.06125818
SANTANDER;6.998103;-73.771553;106.68;27.6666;42919.62153;23.7397;28253.58919;30217.66146;5780.093725;119735.5807;41241.29623;28952.76582;31137.84664;36;-24.875;-107.375;-119.7789987;18.84103421
SANTANDER;6.997836;-73.773983;98.4504;27.707748;42919.99005;23.7397;28352.95027;30426.25802;5952.415636;119572.5636;41058.79278;28689.28553;31363.60909;36;-24.875;-107.375;-119.7789987;18.74286913
SANTANDER;6.993239;-73.77465;102.108;27.68946;42941.95454;23.7397;28862.55477;30842.34074;6417.640584;119892.3782;41341.65739;28457.17044;31198.22921;36;-24.875;-107.375;-119.7789987;18.53718701
SANTANDER;6.999253;-73.776503;107.8992;27.660504;42911.86847;23.5954;28278.38075;30510.88811;5988.728748;119267.5114;40746.29684;28478.32647;31682.86331;36;-24.875;-107.375;-119.7789987;17.72647908
SANTANDER;6.995753;-73.777131;99.6696;27.701652;42928.38061;23.5954;28669.48232;30834.40441;6340.877241;119502.0467;40951.91415;28285.45188;31568.77848;36;-24.875;-107.375;-119.7789987;20.46401487
SANTANDER;6.992856;-73.777378;98.7552;27.706224;42941.91922;23.5954;28984.93228;31082.368;6618.789175;119717.373;41146.47007;28157.58883;31447.49751;36;-24.875;-107.375;-119.7789987;16.5916682
SANTANDER;6.989017;-73.763872;97.2312;27.713844;42967.73862;23.7397;29023.65767;30376.465;5841.702079;121048.7936;42541.84515;29454.65983;29925.1649;36;-24.875;-107.375;-117.908417;22.55299561
SANTANDER;6.994825;-73.799072;99.06;27.7047;42907.70026;23.5954;29530.37029;32651.71544;8070.365721;117933.2108;39253.24857;25967.12405;33681.80742;36;-27.6875;-109.80002;-119.81106;20.69862785
SANTANDER;6.998103;-73.752711;89.916;27.75042;42919.603;23.7397;27785.70413;28807.14992;4986.900478;121176.7246;42832.43082;30929.28711;29283.27728;36;-24.875;-107.375;-117.908417;20.54616038
SANTANDER;6.987228;-73.769472;89.6112;27.751944;42973.99328;23.7397;29360.16406;30937.29143;5850.876277;120768.6858;42211.74109;28805.13899;30386.46005;36;-24.875;-107.375;-119.7789987;23.98885232
SANTANDER;6.96685;-73.755675;85.344;27.77328;43080.69022;22.3842;27985.90871;31690.42471;3245.633093;123456.4341;44858.68117;29738.44877;28008.84642;36;-24.0625;-107.375;-117.6442518;21.78074464
SANTANDER;6.964239;-73.753661;86.2584;27.768708;43094.54184;22.3842;27646.75249;31786.13294;2923.062208;123819.4452;45218.35845;29900.56535;27682.73883;36;-24.0625;-107.375;-116.7393844;23.55374031
SANTANDER;6.960819;-73.753825;85.9536;27.770232;43110.61684;22.3842;27471.1611;32100.40003;2552.340409;124084.3887;45464.05434;29813.47514;27537.54441;36;-24.0625;-107.375;-116.7393844;24.31408203
SANTANDER;6.958094;-73.757017;86.5632;27.767184;43120.21953;22.3842;27629.26006;32552.56615;2349.866829;124066.7712;45417.01252;29413.87844;27733.61967;36;-24.0625;-106.875;-116.7393844;27.2157314
SANTANDER;6.954519;-73.757886;90.8304;27.745848;43135.09675;22.3842;27523.58806;32927.48947;2022.074977;124293.385;45623.6983;29254.70104;27663.04966;36;-24.0625;-106.875;-116.7393844;20.7428328
SANTANDER;6.952019;-73.759675;88.392;27.75804;43143.43886;22.3842;27568.65962;33267.34813;1883.889573;124364.5561;45677.14344;29017.14058;27737.6824;36;-24.0625;-106.875;-116.7393844;20.42817682
SANTANDER;6.984986;-73.792894;89.0016;27.754992;42956.7792;23.5954;30326.4245;32907.73289;7036.171126;119197.8437;40503.40579;26258.28335;32584.63804;36;-27.6875;-109.80002;-119.81106;21.47288771
SANTANDER;6.989003;-73.791408;96.9264;27.715368;42943.21612;23.5954;29852.99895;32479.16251;7264.958979;118979.3918;40309.01918;26551.97233;32635.08107;36;-27.6875;-107.375;-119.81106;22.55156704
SANTANDER;6.974242;-73.795183;115.824;27.62088;42991.61828;22.2396;31533.44887;33929.8187;6407.928507;119913.1188;41174.23651;25679.0051;32312.92607;36;-26.5625;-109.80002;-120.0588661;19.6331846
SANTANDER;6.972475;-73.798008;101.4984;27.692508;42990.79179;22.2396;31818.22315;34287.6244;6539.13688;119852.0552;41101.06627;25326.5984;32520.62238;36;-26.5625;-109.80002;-120.0588661;18.41519514
ANTIOQUIA;7.013508;-73.801469;123.1392;27.584304;42826.71511;23.5954;27706.1256;31497.18673;7144.109833;116231.9604;37640.5775;26516.11908;34856.59611;36;-27.6875;-109.80002;-121.3223438;37.41541305
SANTANDER;6.991017;-73.795658;86.2584;27.768708;42928.3923;23.5954;29796.30727;32662.969;7737.52705;118498.5861;39817.44501;26179.3879;33154.68237;36;-27.6875;-109.80002;-119.81106;21.1117031
ANTIOQUIA;7.015667;-73.8013;125.2728;27.573636;42817.40304;23.5954;27478.59925;31331.67968;7024.106402;116069.7279;37493.73505;26633.92662;34948.45494;36;-27.6875;-109.80002;-121.3223438;30.48850322
ANTIOQUIA;7.012494;-73.804011;113.9952;27.630024;42828.22776;23.5954;27918.37878;31785.5386;7445.58018;116123.5241;37509.92009;26214.10625;35055.84584;36;-27.6875;-109.80002;-121.3223438;26.06067267
ANTIOQUIA;7.010131;-73.804036;104.5464;27.677268;42838.15523;23.5954;28160.1374;31953.59984;7567.209902;116313.8246;37686.10816;26103.03742;34939.56354;36;-27.6875;-109.80002;-121.3223438;26.83188898
SANTANDER;6.997042;-73.785225;91.1352;27.744324;42916.05005;23.5954;28794.65783;31369.54586;6796.569145;118787.6956;40194.229;27488.46809;32430.24757;36;-27.6875;-107.375;-119.81106;18.35827828
SANTANDER;6.992681;-73.793789;85.0392;27.774804;42924.6129;23.5954;29553.94514;32386.48841;7746.65824;118501.568;39836.95209;26435.20378;33054.05158;36;-27.6875;-109.80002;-119.81106;18.59648906
SANTANDER;6.995433;-73.773644;97.536;27.71232;42931.9145;23.7397;28599.11683;30590.5169;6153.28407;119791.6429;41262.88663;28639.0641;31209.47348;36;-24.875;-107.375;-119.7789987;17.34674181
SANTANDER;6.994183;-73.777269;96.012;27.71994;42935.74537;23.5954;28840.54695;30968.9379;6491.251089;119618.369;41056.81428;28215.34112;31503.45901;36;-24.875;-107.375;-119.7789987;35.4650686
SANTANDER;6.955506;-73.789864;98.1456;27.709272;43067.19313;22.2396;30727.49471;35055.95381;4821.014581;121855.1996;43089.15395;25790.13627;30979.3669;36;-26.5625;-106.875;-121.7059785;22.34944725
SANTANDER;6.97775;-73.780114;92.0496;27.739752;43006.3134;23.5954;30674.67568;32504.29812;5514.817677;120739.8733;42071.34573;27387.6202;30964.74243;36;-24.0625;-107.375;-118.8192701;26.80152416
SANTANDER;6.992133;-73.798108;85.344;27.77328;42919.874;23.5954;29772.37115;32775.59806;8008.889029;118225.2532;39537.88965;25965.2277;33451.97632;36;-27.6875;-109.80002;-119.81106;16.85766561
SANTANDER;6.983717;-73.798397;114.9096;27.625452;42950.93647;23.5954;30658.38327;33440.29345;7363.619134;118895.0981;40174.49388;25636.30872;33072.09191;36;-27.6875;-109.80002;-119.81106;19.88456699
SANTANDER;6.963203;-73.799375;141.732;27.49134;43016.3806;22.2396;32043.34017;35132.03426;6135.246667;120522.503;41752.28619;24932.81775;32268.32698;36;-26.5625;-109.80002;-121.7059785;18.72889364
SANTANDER;6.996722;-73.787128;87.1728;27.764136;42915.62574;23.5954;28893.56264;31545.50672;6966.230623;118670.6742;40063.82181;27278.62587;32601.47843;36;-27.6875;-107.375;-119.81106;18.08719352
SANTANDER;6.998342;-73.797639;90.8304;27.745848;42895.76082;23.5954;29110.58418;32272.70846;7699.605712;117752.417;39096.19197;26252.82602;33717.49174;36;-27.6875;-109.80002;-119.81106;18.79635986
SANTANDER;6.993192;-73.785358;110.3376;27.648312;42933.1588;23.5954;29204.59114;31677.54947;7125.225626;119090.0747;40473.03402;27333.64971;32249.85783;36;-27.6875;-107.375;-119.81106;13.13341008
HUILA;3.088992;-75.279303;473;25.835;45179.22561;-3.417;3390.030192;31815.49344;12788.07519;16137.36179;28869.04283;162615.2189;14557.99357;30;-119.28125;-137.82501;-186.8378565;21.49699102
SANTANDER;7.246944;-73.867137;72.8472;27.835764;41850.58179;35.5352;17895.2095;32123.84646;21421.72995;93178.67937;20533.6002;40577.88007;16029.65944;36;-42.4375;-120.375;-123.8878415;18.71553321
SUCRE;9.409608;-75.097838;147.828;27.46086;34363.0959;-3.868;19513.84972;36489.57365;37414.5771;141485.7659;19742.18677;300619.8525;38810.42319;20;12.6875;12.924988;-4.114829858;16.73362224
SUCRE;9.43;-75.119059;201.168;27.19416;34127.2052;-10.4797;16482.89713;33299.53304;34223.08265;144722.7514;16498.37559;303618.0851;35645.89768;20;19.53125;12.924988;-3.703997633;15.55683937
BOYACÁ;5.906536;-74.384017;245.0592;26.974704;39594.77838;12.7787;43441.9293;49344.54147;5062.085455;48373.83849;38913.45092;118390.4604;19845.25695;32;-67.75;-89.42502;-116.0148446;17.72143532
HUILA;2.469417;-75.608233;772.0584;24.339708;45311.80511;-4.0911;13036.60978;96206.95303;8957.984557;54374.00653;20971.45215;165910.3966;687.0561688;30;-102.59375;-86.20001;-193.9672889;22.83906465
HUILA;1.975331;-76.084953;1178.9664;22.305168;45834.85173;-13.9362;3975.904245;77253.51235;6151.92626;41697.26518;33350.79584;182531.5682;3455.099938;20;-163.53125;2.600006;-170.5084734;29.13888681
SANTANDER;6.410825;-74.318017;127.1016;27.564492;38037.64392;31.6027;22052.1616;34086.69938;13376.91563;58125.53173;34970.50128;64614.44071;12252.38449;34;-36.96875;-84.600006;-99.85001723;17.12101835
CUNDINAMARCA;4.369039;-74.880828;390.144;26.24928;42881.86165;-20.1068;4605.484734;47762.14678;2536.268816;40444.83945;39598.76844;183303.3473;16147.21463;30;-45.0625;-94.30002;-154.2756858;15.63766485
SANTANDER;7.192964;-73.537061;137.4648;27.512676;41543.01172;34.8465;250.5873318;4867.222376;2704.06472;126449.2116;52041.2344;61625.2269;27189.61205;36;-57.34375;-138.07501;-143.8628379;19.42115041
CÓRDOBA;8.737497;-76.123067;153.6192;27.431904;30556.6622;-2.8181;6972.925805;11269.205;4563.327933;154654.1944;1242.474518;303927.1821;75684.17141;20;7.6875;11.600006;-2.832768589;17.68193487
HUILA;3.210367;-75.250097;414.528;26.12736;45063.48916;-1.7549;10049.72707;31931.46018;9081.868377;29946.27964;34016.10952;160449.6677;9271.654922;30;-119.9375;-124.975006;-185.7737035;27.99024963
SANTANDER;6.855417;-73.753525;115.5192;27.622404;43457.1991;20.0657;23844.1088;39578.99321;1848.548958;131399.4993;42548.60358;30059.67867;23475.91143;36;-24.65625;-114.149994;-127.3794294;21.8592796
BOYACÁ;6.173736;-74.436206;141.4272;27.492864;37931.37882;31.1566;24057.23095;26864.39952;11467.49417;49270.4985;30426.5843;93860.25337;13091.14279;32;-29.875;-81.875;-93.22478481;19.79669385
META;4.091019;-73.475961;320.3448;26.598276;36442.65308;-129.0198;20880.31887;66726.40141;11050.35126;56361.46442;54354.3521;263981.6052;17530.95779;32;-56.71875;-80.125;-117.0588578;23.84429499
META;4.086036;-73.480928;322.1736;26.589132;36412.97939;-129.0198;20494.82783;67165.48184;11449.68164;56531.93367;53575.76527;264696.1248;17514.27957;32;-56.71875;-80.125;-117.0588578;27.22241433
TOLIMA;4.768422;-74.921928;464.2104;25.878948;44363.84677;20.9305;5248.666613;50290.78383;17953.54693;42927.60563;35507.70852;156094.7488;2145.590133;30;-66.65625;-73.725006;-114.8896136;40.86712456
CAQUETÁ;1.507967;-75.591089;256.032;26.91984;36798.36654;33.2799;23601.81717;146671.1104;8521.927724;73666.1563;29573.69867;252723.2572;9541.742954;26;-31.59375;-14.024994;-43.66659805;37.44908939
PUTUMAYO;0.962467;-76.425181;274.32;26.8284;38778.30448;9.3218;11135.9597;78865.19314;11769.35363;72744.40624;41200.00075;283654.0516;11184.04703;18;-40.375;-53.125;-84.91305951;27.38345804
NORTE DE SANTANDER;8.158617;-72.397944;99.06;27.7047;37479.1782;19.577;7625.064464;101053.6638;1636.438222;205166.1239;33571.68577;225856.0645;8762.395319;32;-63.59375;-98.42502;-102.5513436;22.19731703
CÓRDOBA;8.829556;-75.505092;139.2936;27.503532;34049.37455;-10.0587;6064.238271;57334.19688;7731.328712;129705.3662;47834.56692;267926.5039;66804.54338;20;-1;-11.25;-19.78252755;28.24143083
ARAUCA;6.974372;-71.087179;140.5128;27.497436;36699.60167;-43.7388;113381.2032;105519.6498;80741.51388;277075.9698;107675.092;224301.9617;77175.16478;36;4.375;-28.950012;-42.7214787;31.74003512
ARAUCA;6.966505;-71.1002;140.5128;27.497436;36742.66677;-43.7388;111989.8129;103935.4912;79058.01057;275393.2638;105997.6774;223313.5041;77473.66079;36;4.375;-28.950012;-43.75245828;31.28365628
ARAUCA;6.946267;-71.098542;139;27.505;36662.66573;-43.7388;112326.0301;103704.0398;78112.55991;274468.0341;104841.2803;221094.6893;78565.07125;36;11.15625;-27.375;-42.37634607;30.49483433
ARAUCA;6.956678;-71.10203;141.732;27.49134;36718.0395;-43.7388;111856.6659;103530.5046;78338.8367;274687.0662;105194.9475;222212.5412;78425.74732;36;4.375;-27.375;-43.75245828;28.18227331
